Date,BAB
1/24/2006,41655.47944
1/25/2006,41622.08154
1/26/2006,41607.94185
1/27/2006,41772.9283
1/30/2006,41742.68315
1/31/2006,41978.63282
2/1/2006,41977.04729
2/2/2006,42054.52651
2/3/2006,42169.31662
2/6/2006,42177.46941
2/7/2006,42162.17551
2/8/2006,42064.92572
2/9/2006,42131.56602
2/10/2006,42150.56881
2/13/2006,42085.57343
2/14/2006,41995.23294
2/15/2006,41957.88441
2/16/2006,42086.22978
2/17/2006,42165.67868
2/20/2006,42159.35153
2/21/2006,42263.20561
2/22/2006,42175.68387
2/23/2006,42247.48336
2/24/2006,42307.649
2/27/2006,42200.26329
2/28/2006,42241.46333
3/1/2006,42114.33356
3/2/2006,42183.15623
3/3/2006,42247.16656
3/6/2006,42279.91188
3/7/2006,42307.51439
3/8/2006,42294.80018
3/9/2006,42333.59789
3/10/2006,42418.03021
3/13/2006,42427.73654
3/14/2006,42282.53309
3/15/2006,42277.79332
3/16/2006,42428.44505
3/17/2006,42371.90855
3/20/2006,42245.66464
3/21/2006,42192.04534
3/22/2006,42168.99252
3/23/2006,42266.27672
3/24/2006,42291.55537
3/27/2006,42284.69224
3/28/2006,42381.91571
3/29/2006,42399.71325
3/30/2006,42379.98848
3/31/2006,42675.59232
4/3/2006,42639.86343
4/4/2006,42508.0212
4/5/2006,42478.04326
4/6/2006,42462.37503
4/7/2006,42684.58204
4/10/2006,42722.69313
4/11/2006,42736.94816
4/12/2006,42677.44448
4/13/2006,42613.98368
4/14/2006,42607.3439
4/17/2006,42675.3224
4/18/2006,42491.09284
4/19/2006,42569.3335
4/20/2006,42454.0241
4/21/2006,42743.77218
4/24/2006,42834.38172
4/25/2006,42798.00164
4/26/2006,42975.58249
4/27/2006,42982.47106
4/28/2006,43269.61239
5/1/2006,43270.58515
